Order_ID,Delivery_Partner_ID,Tracking_Number,Shipment_Date,Delivery_Date,Delivery_Status
9939,5,TRK00011797,2024-10-16,2024-10-21,Delivered
6501,2,TRK00011798,2024-07-26,2024-08-02,In Transit
5750,8,TRK00011799,2025-09-01,2025-09-05,Delivered
3592,9,TRK00011800,2026-06-28,2026-07-07,Shipped
7055,7,TRK00011801,2025-01-10,2025-01-20,Delivered
6970,10,TRK00011802,2025-09-20,2025-09-28,Delivered
19768,4,TRK00011803,2025-07-30,2025-08-05,In Transit
6844,2,TRK00011804,2025-06-01,2025-06-11,Returned
614,6,TRK00011805,2025-02-27,2025-03-02,In Transit
13854,8,TRK00011806,2026-03-18,2026-03-20,Delivered
710,2,TRK00011807,2024-10-03,2024-10-05,Delivered
4129,10,TRK00011808,2026-06-21,2026-06-22,Shipped
5774,8,TRK00011809,2024-11-09,2024-11-10,Shipped
3047,8,TRK00011810,2024-10-18,2024-10-28,Delivered
5432,7,TRK00011811,2024-09-07,2024-09-10,Shipped
6877,1,TRK00011812,2024-12-06,2024-12-15,Delivered
15603,1,TRK00011813,2026-04-07,2026-04-12,Delivered
6938,1,TRK00011814,2025-12-25,2026-01-03,Delivered
16016,2,TRK00011815,2024-10-25,2024-10-27,Returned
16629,4,TRK00011816,2026-02-09,2026-02-17,Delivered
1799,4,TRK00011817,2024-12-31,2025-01-06,Delivered
8787,7,TRK00011818,2026-06-17,2026-06-20,Delivered
10536,5,TRK00011819,2024-09-19,2024-09-27,Delivered
16591,9,TRK00011820,2025-06-10,2025-06-19,Delivered
11511,5,TRK00011821,2024-07-17,2024-07-22,Delivered
9492,3,TRK00011822,2024-09-07,2024-09-09,In Transit
13603,2,TRK00011823,2026-04-06,2026-04-12,Delivered
11803,1,TRK00011824,2025-04-07,2025-04-14,Delivered
19571,4,TRK00011825,2025-04-21,2025-04-24,Delivered
19828,5,TRK00011826,2025-11-08,2025-11-12,Delivered
10593,4,TRK00011827,2025-09-14,2025-09-22,Delivered
17051,9,TRK00011828,2025-04-30,2025-05-06,Shipped
7413,6,TRK00011829,2026-05-21,2026-05-23,Shipped
4975,1,TRK00011830,2025-08-31,2025-09-05,Shipped
11934,7,TRK00011831,2026-04-08,2026-04-15,Shipped
4254,9,TRK00011832,2025-05-10,2025-05-14,In Transit
12904,3,TRK00011833,2024-09-02,2024-09-06,Shipped
19695,1,TRK00011834,2025-02-24,2025-02-27,Delivered
15598,1,TRK00011835,2026-07-02,2026-07-06,Delivered
642,7,TRK00011836,2024-08-12,2024-08-16,In Transit
713,3,TRK00011837,2024-09-22,2024-10-02,Delivered
15485,2,TRK00011838,2025-08-17,2025-08-18,Shipped
18922,7,TRK00011839,2025-09-07,2025-09-09,Delivered
15356,2,TRK00011840,2024-08-25,2024-08-29,Delivered
11895,7,TRK00011841,2025-11-30,2025-12-07,Delivered
15469,10,TRK00011842,2024-10-10,2024-10-18,Delivered
4393,1,TRK00011843,2024-12-25,2024-12-30,Delivered
11839,2,TRK00011844,2025-12-31,2026-01-04,Delivered
1241,3,TRK00011845,2026-01-01,2026-01-07,Shipped
13094,4,TRK00011846,2026-02-13,2026-02-20,Delivered
19291,4,TRK00011847,2024-11-21,2024-11-26,Delivered
12979,2,TRK00011848,2025-06-08,2025-06-10,In Transit
6728,5,TRK00011849,2026-01-19,2026-01-20,Delivered
5454,3,TRK00011850,2025-12-04,2025-12-06,Shipped
10157,2,TRK00011851,2025-01-18,2025-01-27,Delivered
10465,5,TRK00011852,2025-08-05,2025-08-12,Delivered
995,9,TRK00011853,2025-06-11,2025-06-19,Delivered
18789,1,TRK00011854,2025-12-31,2026-01-06,Returned
13122,4,TRK00011855,2025-02-16,2025-02-24,In Transit
17331,1,TRK00011856,2025-08-18,2025-08-21,Returned
9262,5,TRK00011857,2024-10-01,2024-10-11,Delivered
4543,5,TRK00011858,2025-11-09,2025-11-15,In Transit
17601,7,TRK00011859,2026-06-06,2026-06-12,Returned
18775,7,TRK00011860,2026-06-03,2026-06-11,Delivered
19064,7,TRK00011861,2025-03-18,2025-03-19,Shipped
10928,4,TRK00011862,2025-05-31,2025-06-02,Delivered
5919,7,TRK00011863,2024-08-15,2024-08-24,Delivered
9829,3,TRK00011864,2024-09-24,2024-09-26,Returned
3726,2,TRK00011865,2024-12-28,2025-01-01,Delivered
13721,8,TRK00011866,2026-02-18,2026-02-24,Delivered
12696,1,TRK00011867,2025-11-14,2025-11-20,Delivered
709,1,TRK00011868,2025-05-16,2025-05-26,Delivered
13383,6,TRK00011869,2026-07-09,2026-07-11,Delivered
18230,9,TRK00011870,2024-09-08,2024-09-15,Delivered
3955,4,TRK00011871,2025-06-24,2025-07-03,Delivered
14514,6,TRK00011872,2024-11-13,2024-11-21,Delivered
8474,4,TRK00011873,2025-06-10,2025-06-11,Returned
15427,7,TRK00011874,2025-03-15,2025-03-22,Shipped
9601,10,TRK00011875,2025-02-09,2025-02-13,Delivered
9641,8,TRK00011876,2026-02-02,2026-02-03,Delivered
19549,1,TRK00011877,2026-03-20,2026-03-21,Delivered
5985,10,TRK00011878,2026-06-17,2026-06-22,Delivered
6243,9,TRK00011879,2024-10-26,2024-11-03,Shipped
7333,8,TRK00011880,2024-11-28,2024-12-05,In Transit
12832,5,TRK00011881,2024-10-27,2024-11-01,Delivered
14940,9,TRK00011882,2025-10-04,2025-10-05,Delivered
980,4,TRK00011883,2024-12-03,2024-12-04,Shipped
18609,6,TRK00011884,2024-10-24,2024-11-03,Delivered
10432,9,TRK00011885,2025-06-05,2025-06-13,Delivered
10659,4,TRK00011886,2026-02-23,2026-02-25,Delivered
12223,7,TRK00011887,2025-03-18,2025-03-20,In Transit
13842,1,TRK00011888,2024-12-23,2024-12-27,Delivered
7501,10,TRK00011889,2025-03-12,2025-03-17,Shipped
16529,9,TRK00011890,2026-01-12,2026-01-13,Delivered
2697,5,TRK00011891,2025-07-15,2025-07-22,Delivered
7723,3,TRK00011892,2025-01-06,2025-01-10,Shipped
3444,6,TRK00011893,2025-03-04,2025-03-10,In Transit
3804,9,TRK00011894,2025-05-29,2025-06-08,Delivered
219,4,TRK00011895,2025-06-23,2025-07-03,Shipped
12710,5,TRK00011896,2026-03-27,2026-03-30,Delivered
12905,8,TRK00011897,2025-05-19,2025-05-25,Delivered
6120,8,TRK00011898,2024-07-27,2024-08-06,Delivered
12234,9,TRK00011899,2026-06-13,2026-06-14,Delivered
6559,1,TRK00011900,2025-11-09,2025-11-17,Shipped
17715,6,TRK00011901,2025-04-09,2025-04-19,Delivered
13146,4,TRK00011902,2024-12-22,2024-12-28,Delivered
17913,5,TRK00011903,2025-01-28,2025-01-29,Delivered
7564,7,TRK00011904,2024-07-11,2024-07-18,Delivered
11279,5,TRK00011905,2024-07-28,2024-08-03,Shipped
1712,9,TRK00011906,2025-08-03,2025-08-06,Delivered
14272,1,TRK00011907,2025-04-16,2025-04-24,Delivered
15538,9,TRK00011908,2026-05-26,2026-05-31,Shipped
19371,7,TRK00011909,2026-05-27,2026-06-03,Shipped
14233,6,TRK00011910,2026-06-18,2026-06-20,Shipped
14570,7,TRK00011911,2025-04-09,2025-04-17,Delivered
3385,4,TRK00011912,2025-10-27,2025-11-01,Delivered
16215,8,TRK00011913,2025-01-24,2025-01-30,In Transit
19531,8,TRK00011914,2025-09-13,2025-09-20,Returned
14505,6,TRK00011915,2026-02-18,2026-02-21,Delivered
883,9,TRK00011916,2024-10-28,2024-11-07,Delivered
9457,7,TRK00011917,2025-01-14,2025-01-24,Delivered
11837,1,TRK00011918,2026-02-12,2026-02-15,Delivered
19802,10,TRK00011919,2026-03-06,2026-03-10,Shipped
1477,1,TRK00011920,2025-11-11,2025-11-15,In Transit
16531,6,TRK00011921,2026-05-08,2026-05-15,Shipped
12031,2,TRK00011922,2026-02-14,2026-02-22,Delivered
2894,5,TRK00011923,2026-01-23,2026-02-01,Delivered
4904,9,TRK00011924,2026-03-18,2026-03-20,Delivered
11168,1,TRK00011925,2026-06-29,2026-07-06,Shipped
4593,10,TRK00011926,2026-04-28,2026-05-03,Shipped
17974,6,TRK00011927,2025-12-30,2026-01-07,Delivered
19543,9,TRK00011928,2024-11-16,2024-11-20,Delivered
1122,4,TRK00011929,2025-09-08,2025-09-09,Delivered
14552,2,TRK00011930,2025-01-20,2025-01-21,Delivered
6727,7,TRK00011931,2026-07-09,2026-07-11,Returned
3751,6,TRK00011932,2025-03-24,2025-03-29,Shipped
4348,4,TRK00011933,2025-02-15,2025-02-18,Delivered
15924,5,TRK00011934,2025-05-29,2025-06-04,Delivered
7687,8,TRK00011935,2025-10-18,2025-10-21,Delivered
6218,3,TRK00011936,2025-08-07,2025-08-13,In Transit
10444,2,TRK00011937,2024-12-16,2024-12-23,Delivered
3924,3,TRK00011938,2025-12-04,2025-12-13,Delivered
15229,6,TRK00011939,2025-03-15,2025-03-25,Shipped
4530,2,TRK00011940,2024-12-31,2025-01-09,Delivered
3872,8,TRK00011941,2026-02-19,2026-02-20,Shipped
12752,5,TRK00011942,2024-11-21,2024-11-24,Delivered
14673,2,TRK00011943,2026-05-28,2026-06-01,Delivered
421,10,TRK00011944,2025-12-29,2025-12-31,Delivered
14688,9,TRK00011945,2024-08-04,2024-08-13,Delivered
877,8,TRK00011946,2026-05-21,2026-05-31,Delivered
16953,3,TRK00011947,2025-02-16,2025-02-26,Delivered
18643,6,TRK00011948,2024-08-25,2024-09-02,Delivered
4240,4,TRK00011949,2025-09-12,2025-09-15,Delivered
2093,1,TRK00011950,2024-10-18,2024-10-21,Shipped
4707,10,TRK00011951,2025-05-05,2025-05-12,Shipped
1913,8,TRK00011952,2026-01-09,2026-01-17,Delivered
10701,8,TRK00011953,2025-11-14,2025-11-23,Shipped
10097,8,TRK00011954,2025-02-16,2025-02-22,Delivered
2415,5,TRK00011955,2024-11-28,2024-12-04,Delivered
5980,7,TRK00011956,2026-02-27,2026-03-03,Delivered
18613,3,TRK00011957,2025-12-25,2026-01-04,Returned
9391,3,TRK00011958,2025-05-30,2025-05-31,Delivered
14631,7,TRK00011959,2025-03-22,2025-03-24,Delivered
3118,4,TRK00011960,2026-04-10,2026-04-20,In Transit
16355,3,TRK00011961,2026-02-08,2026-02-12,Delivered
6216,10,TRK00011962,2025-03-26,2025-03-29,Delivered
16582,6,TRK00011963,2025-08-18,2025-08-19,Shipped
18978,4,TRK00011964,2026-05-23,2026-05-27,In Transit
17826,6,TRK00011965,2025-04-29,2025-05-01,Delivered
5270,8,TRK00011966,2025-03-08,2025-03-10,Delivered
13285,4,TRK00011967,2026-07-01,2026-07-03,Delivered
18718,6,TRK00011968,2025-12-25,2025-12-30,Delivered
15793,7,TRK00011969,2025-08-06,2025-08-13,Delivered
8830,5,TRK00011970,2024-09-16,2024-09-23,Returned
16430,5,TRK00011971,2024-08-19,2024-08-28,Delivered
5800,9,TRK00011972,2025-08-03,2025-08-10,Delivered
9621,4,TRK00011973,2025-10-24,2025-10-28,Delivered
10787,5,TRK00011974,2025-03-21,2025-03-26,Delivered
5126,2,TRK00011975,2025-07-10,2025-07-13,Delivered
1576,4,TRK00011976,2025-02-11,2025-02-13,In Transit
944,10,TRK00011977,2025-10-20,2025-10-30,Shipped
8536,6,TRK00011978,2024-08-16,2024-08-26,In Transit
10738,4,TRK00011979,2026-03-21,2026-03-30,Shipped
1998,5,TRK00011980,2026-03-23,2026-03-27,In Transit
14218,5,TRK00011981,2026-02-14,2026-02-22,Delivered
15408,1,TRK00011982,2024-09-12,2024-09-21,Delivered
12608,9,TRK00011983,2026-02-12,2026-02-14,Delivered
18946,4,TRK00011984,2025-03-21,2025-03-24,Delivered
11231,8,TRK00011985,2026-06-21,2026-06-30,In Transit
2103,9,TRK00011986,2025-02-03,2025-02-07,Shipped
15840,7,TRK00011987,2024-09-12,2024-09-19,Shipped
17433,10,TRK00011988,2025-06-25,2025-06-26,Shipped
19552,10,TRK00011989,2025-07-29,2025-07-30,Delivered
5948,8,TRK00011990,2025-08-28,2025-08-29,Shipped
18603,5,TRK00011991,2025-05-12,2025-05-16,Shipped
8557,4,TRK00011992,2026-01-30,2026-02-09,Delivered
14523,5,TRK00011993,2024-07-13,2024-07-21,Shipped
11884,2,TRK00011994,2026-01-04,2026-01-14,Delivered
15601,6,TRK00011995,2025-07-25,2025-07-30,Delivered
13459,6,TRK00011996,2025-06-10,2025-06-13,Delivered
8090,10,TRK00011997,2025-01-20,2025-01-23,Delivered
5634,10,TRK00011998,2026-01-18,2026-01-23,Delivered
19092,2,TRK00011999,2025-08-19,2025-08-29,Delivered
7242,9,TRK00012000,2026-04-03,2026-04-05,Shipped
91,3,TRK00012001,2025-07-04,2025-07-10,Delivered
3751,2,TRK00012002,2026-02-18,2026-02-21,Delivered
10846,6,TRK00012003,2025-11-03,2025-11-13,Delivered
2404,3,TRK00012004,2025-02-25,2025-02-26,Delivered
18249,1,TRK00012005,2025-12-12,2025-12-19,In Transit
17678,2,TRK00012006,2026-07-10,2026-07-12,In Transit
19672,4,TRK00012007,2025-02-11,2025-02-18,Delivered
1695,9,TRK00012008,2024-09-05,2024-09-12,Delivered
12014,5,TRK00012009,2025-02-17,2025-02-20,Delivered
16200,1,TRK00012010,2024-09-20,2024-09-25,Delivered
4106,3,TRK00012011,2025-01-01,2025-01-05,Delivered
15470,4,TRK00012012,2026-02-21,2026-03-01,Delivered
11996,8,TRK00012013,2026-06-28,2026-07-01,Shipped
9202,9,TRK00012014,2025-06-21,2025-06-29,Delivered
10671,5,TRK00012015,2025-12-11,2025-12-14,Delivered
9455,1,TRK00012016,2025-02-26,2025-03-02,Delivered
3462,6,TRK00012017,2025-01-03,2025-01-05,Delivered
1452,8,TRK00012018,2025-11-13,2025-11-23,Delivered
14369,2,TRK00012019,2024-11-29,2024-12-08,Shipped
3246,1,TRK00012020,2025-09-03,2025-09-10,Delivered
17568,3,TRK00012021,2026-02-04,2026-02-11,In Transit
13176,7,TRK00012022,2024-08-11,2024-08-14,Shipped
7053,1,TRK00012023,2025-01-23,2025-01-28,Delivered
12741,8,TRK00012024,2025-10-08,2025-10-13,Delivered
19241,7,TRK00012025,2025-08-17,2025-08-23,In Transit
19749,3,TRK00012026,2025-12-20,2025-12-22,Delivered
18733,7,TRK00012027,2025-10-11,2025-10-16,Delivered
8847,2,TRK00012028,2025-07-04,2025-07-07,Delivered
16107,9,TRK00012029,2025-11-16,2025-11-20,Delivered
9367,3,TRK00012030,2025-02-02,2025-02-12,In Transit
17710,10,TRK00012031,2024-12-30,2025-01-04,Shipped
7286,7,TRK00012032,2025-07-11,2025-07-20,Delivered
6262,2,TRK00012033,2025-07-08,2025-07-09,Delivered
14755,6,TRK00012034,2026-01-31,2026-02-06,Delivered
1801,10,TRK00012035,2025-01-18,2025-01-26,Delivered
5788,8,TRK00012036,2024-09-05,2024-09-09,Delivered
5887,7,TRK00012037,2025-07-22,2025-07-29,Delivered
14117,5,TRK00012038,2025-08-11,2025-08-20,Delivered
12864,10,TRK00012039,2025-11-10,2025-11-15,Delivered
14364,6,TRK00012040,2025-04-20,2025-04-27,Delivered
4103,9,TRK00012041,2025-05-11,2025-05-13,Delivered
13732,8,TRK00012042,2024-09-11,2024-09-18,Delivered
11784,1,TRK00012043,2026-01-10,2026-01-16,Delivered
9139,7,TRK00012044,2025-05-27,2025-06-04,Delivered
9029,4,TRK00012045,2025-04-02,2025-04-12,Delivered
1523,8,TRK00012046,2026-05-02,2026-05-11,Shipped
841,6,TRK00012047,2026-02-07,2026-02-08,Shipped
2793,1,TRK00012048,2024-09-01,2024-09-03,In Transit
315,9,TRK00012049,2026-03-11,2026-03-13,In Transit
6335,9,TRK00012050,2024-07-15,2024-07-24,Delivered
15653,4,TRK00012051,2026-01-22,2026-01-25,Delivered
10216,5,TRK00012052,2025-10-05,2025-10-12,Delivered
8160,10,TRK00012053,2024-07-28,2024-08-02,Delivered
2805,4,TRK00012054,2026-04-27,2026-04-29,Shipped
12937,10,TRK00012055,2026-05-30,2026-05-31,In Transit
19376,2,TRK00012056,2025-12-10,2025-12-14,Delivered
6944,6,TRK00012057,2025-09-04,2025-09-07,Delivered
8299,1,TRK00012058,2026-06-14,2026-06-21,In Transit
19286,7,TRK00012059,2024-12-18,2024-12-24,Delivered
14445,3,TRK00012060,2025-08-27,2025-09-03,Shipped
6580,10,TRK00012061,2026-04-01,2026-04-11,Delivered
19331,10,TRK00012062,2024-12-22,2024-12-23,Delivered
8383,8,TRK00012063,2024-12-13,2024-12-23,Delivered
19107,3,TRK00012064,2026-06-24,2026-06-30,In Transit
294,1,TRK00012065,2026-06-14,2026-06-19,Delivered
15445,2,TRK00012066,2025-01-21,2025-01-28,Delivered
12109,6,TRK00012067,2026-02-23,2026-03-03,Delivered
18515,10,TRK00012068,2026-01-30,2026-02-09,Delivered
16727,6,TRK00012069,2025-10-19,2025-10-29,Delivered
4770,3,TRK00012070,2025-07-27,2025-07-30,Returned
7615,5,TRK00012071,2026-07-05,2026-07-12,Shipped
221,9,TRK00012072,2025-11-26,2025-12-06,Delivered
6777,1,TRK00012073,2025-04-16,2025-04-17,Delivered
6875,2,TRK00012074,2025-04-11,2025-04-14,Delivered
8209,6,TRK00012075,2025-01-16,2025-01-17,Delivered
5568,9,TRK00012076,2026-01-01,2026-01-04,In Transit
15847,9,TRK00012077,2025-05-12,2025-05-20,In Transit
18053,9,TRK00012078,2026-03-31,2026-04-06,Shipped
11943,8,TRK00012079,2024-07-29,2024-07-30,Delivered
17585,6,TRK00012080,2026-04-20,2026-04-25,Delivered
2558,3,TRK00012081,2025-08-25,2025-08-26,In Transit
11712,1,TRK00012082,2026-04-01,2026-04-06,Shipped
6070,3,TRK00012083,2026-01-28,2026-01-29,Delivered
327,4,TRK00012084,2024-11-16,2024-11-24,Delivered
13523,9,TRK00012085,2024-12-15,2024-12-18,Shipped
10664,5,TRK00012086,2025-07-29,2025-07-30,Delivered
12389,9,TRK00012087,2026-01-07,2026-01-12,Delivered
8061,6,TRK00012088,2025-03-11,2025-03-15,Delivered
19351,9,TRK00012089,2025-06-09,2025-06-19,Delivered
185,10,TRK00012090,2025-12-27,2025-12-29,Delivered
7038,2,TRK00012091,2026-05-01,2026-05-10,Delivered
9334,1,TRK00012092,2025-03-07,2025-03-13,Delivered
9368,9,TRK00012093,2024-10-22,2024-10-25,In Transit
8189,9,TRK00012094,2025-05-15,2025-05-22,Delivered
1405,9,TRK00012095,2026-06-07,2026-06-13,Delivered
18355,2,TRK00012096,2025-08-12,2025-08-19,Shipped
12174,9,TRK00012097,2025-08-01,2025-08-08,Delivered
6719,10,TRK00012098,2025-05-20,2025-05-27,Delivered
10989,4,TRK00012099,2025-07-09,2025-07-17,Delivered
9854,4,TRK00012100,2024-12-10,2024-12-18,Delivered
647,4,TRK00012101,2025-11-14,2025-11-15,Delivered
4296,3,TRK00012102,2026-05-12,2026-05-14,Delivered
2140,3,TRK00012103,2026-02-11,2026-02-17,Delivered
352,4,TRK00012104,2025-10-17,2025-10-23,Returned
19057,2,TRK00012105,2025-04-18,2025-04-28,Delivered
4180,7,TRK00012106,2025-10-22,2025-10-23,Shipped
16748,10,TRK00012107,2026-03-10,2026-03-12,Delivered
15567,1,TRK00012108,2025-08-17,2025-08-19,Delivered
13075,8,TRK00012109,2026-02-27,2026-03-04,Delivered
4393,4,TRK00012110,2026-04-27,2026-04-29,Delivered
12201,10,TRK00012111,2025-01-08,2025-01-12,Delivered
16457,1,TRK00012112,2025-04-25,2025-04-30,Delivered
938,10,TRK00012113,2025-09-07,2025-09-16,In Transit
5772,10,TRK00012114,2025-05-05,2025-05-14,Delivered
16324,3,TRK00012115,2024-12-01,2024-12-04,In Transit
9270,1,TRK00012116,2025-08-26,2025-08-30,Delivered
14720,4,TRK00012117,2025-05-14,2025-05-15,Delivered
15813,3,TRK00012118,2026-03-09,2026-03-16,Delivered
12195,7,TRK00012119,2025-06-04,2025-06-08,Delivered
8973,9,TRK00012120,2024-12-13,2024-12-19,Delivered
12360,2,TRK00012121,2024-08-14,2024-08-18,Delivered
12356,1,TRK00012122,2024-07-14,2024-07-23,Delivered
16447,8,TRK00012123,2025-05-01,2025-05-10,Delivered
14653,9,TRK00012124,2026-06-23,2026-06-25,In Transit
11323,9,TRK00012125,2025-12-28,2025-12-29,Delivered
16705,10,TRK00012126,2026-04-03,2026-04-09,Shipped
19045,8,TRK00012127,2025-09-05,2025-09-08,Delivered
10542,5,TRK00012128,2026-06-09,2026-06-16,Delivered
10288,9,TRK00012129,2024-12-02,2024-12-10,Delivered
10864,8,TRK00012130,2026-02-24,2026-02-26,Delivered
3216,2,TRK00012131,2025-06-13,2025-06-18,Delivered
13032,8,TRK00012132,2025-01-12,2025-01-16,Delivered
8712,8,TRK00012133,2025-10-08,2025-10-09,Delivered
6427,10,TRK00012134,2026-06-01,2026-06-09,Delivered
1438,9,TRK00012135,2026-01-25,2026-02-03,Delivered
11354,1,TRK00012136,2024-08-05,2024-08-06,Delivered
11266,7,TRK00012137,2026-02-27,2026-03-06,Delivered
10591,3,TRK00012138,2024-08-13,2024-08-18,Delivered
2715,2,TRK00012139,2025-08-09,2025-08-19,Delivered
756,1,TRK00012140,2026-07-06,2026-07-08,In Transit
13241,7,TRK00012141,2025-10-06,2025-10-13,Delivered
2005,9,TRK00012142,2026-02-10,2026-02-13,Delivered
3605,1,TRK00012143,2026-01-20,2026-01-28,In Transit
1386,8,TRK00012144,2024-12-05,2024-12-13,Shipped
10673,1,TRK00012145,2024-08-09,2024-08-12,Delivered
14028,5,TRK00012146,2026-01-13,2026-01-17,Returned
14175,7,TRK00012147,2024-11-16,2024-11-23,In Transit
9193,9,TRK00012148,2024-08-30,2024-09-01,In Transit
6253,10,TRK00012149,2025-12-08,2025-12-18,Shipped
19005,3,TRK00012150,2026-01-06,2026-01-14,Delivered
11484,6,TRK00012151,2026-01-15,2026-01-23,Delivered
13089,4,TRK00012152,2025-05-28,2025-06-04,In Transit
6814,3,TRK00012153,2024-09-16,2024-09-23,Shipped
5163,8,TRK00012154,2025-06-12,2025-06-13,Delivered
15669,5,TRK00012155,2024-09-09,2024-09-17,Delivered
12186,4,TRK00012156,2026-02-18,2026-02-28,Delivered
1834,3,TRK00012157,2025-09-07,2025-09-11,Shipped
6493,1,TRK00012158,2025-04-20,2025-04-23,Delivered
13605,7,TRK00012159,2025-01-20,2025-01-23,Delivered
3852,9,TRK00012160,2026-02-19,2026-02-25,Delivered
779,10,TRK00012161,2025-07-13,2025-07-20,Delivered
19973,3,TRK00012162,2025-12-14,2025-12-18,Returned
19230,5,TRK00012163,2026-02-19,2026-02-20,In Transit
13234,4,TRK00012164,2025-01-26,2025-02-05,Shipped
18787,10,TRK00012165,2025-05-22,2025-05-23,In Transit
15695,4,TRK00012166,2026-06-30,2026-07-10,Delivered
10020,7,TRK00012167,2026-02-04,2026-02-06,In Transit
4433,5,TRK00012168,2024-10-01,2024-10-04,Delivered
8583,3,TRK00012169,2024-11-02,2024-11-07,Delivered
2472,3,TRK00012170,2025-06-02,2025-06-07,Shipped
1086,6,TRK00012171,2024-12-08,2024-12-15,Delivered
8694,7,TRK00012172,2025-10-20,2025-10-27,Delivered
4292,7,TRK00012173,2026-02-03,2026-02-13,Delivered
12588,4,TRK00012174,2025-03-28,2025-04-05,In Transit
8218,2,TRK00012175,2025-10-14,2025-10-21,Shipped
19287,4,TRK00012176,2025-10-09,2025-10-12,In Transit
1505,3,TRK00012177,2026-01-23,2026-02-02,In Transit
1429,1,TRK00012178,2025-04-17,2025-04-24,Delivered
4294,10,TRK00012179,2025-07-22,2025-07-23,Delivered
15768,10,TRK00012180,2025-10-17,2025-10-20,Delivered
13756,2,TRK00012181,2024-12-18,2024-12-23,Delivered
18504,1,TRK00012182,2025-02-26,2025-02-28,Shipped
19541,4,TRK00012183,2025-08-18,2025-08-19,Returned
10824,9,TRK00012184,2025-09-21,2025-10-01,Delivered
476,7,TRK00012185,2024-07-25,2024-07-28,Delivered
13704,1,TRK00012186,2025-02-16,2025-02-24,In Transit
15236,5,TRK00012187,2025-02-15,2025-02-23,In Transit
17755,7,TRK00012188,2026-06-20,2026-06-22,Delivered
13691,6,TRK00012189,2024-12-28,2024-12-30,In Transit
5033,1,TRK00012190,2025-06-05,2025-06-07,Delivered
19837,5,TRK00012191,2025-07-27,2025-08-02,Delivered
9125,5,TRK00012192,2025-11-19,2025-11-23,Delivered
10208,5,TRK00012193,2025-03-27,2025-04-04,Delivered
5556,7,TRK00012194,2024-07-17,2024-07-24,Delivered
6141,7,TRK00012195,2026-02-22,2026-02-23,Delivered
12950,2,TRK00012196,2025-04-24,2025-04-27,In Transit
4860,8,TRK00012197,2025-08-10,2025-08-15,Shipped
2110,3,TRK00012198,2025-05-15,2025-05-20,In Transit
11029,1,TRK00012199,2024-08-10,2024-08-12,Delivered
14797,9,TRK00012200,2025-07-16,2025-07-25,Delivered
10639,3,TRK00012201,2026-06-17,2026-06-19,Delivered
7028,2,TRK00012202,2025-08-24,2025-08-30,Delivered
4524,7,TRK00012203,2024-07-27,2024-08-02,Delivered
11122,1,TRK00012204,2024-10-22,2024-10-27,Delivered
130,7,TRK00012205,2025-06-05,2025-06-13,Shipped
15659,4,TRK00012206,2025-05-06,2025-05-08,Delivered
120,7,TRK00012207,2026-04-27,2026-05-04,Shipped
7117,9,TRK00012208,2025-07-21,2025-07-30,Shipped
13732,5,TRK00012209,2025-09-09,2025-09-15,Delivered
16445,5,TRK00012210,2025-06-02,2025-06-03,Delivered
3681,1,TRK00012211,2024-08-30,2024-09-05,Delivered
12040,7,TRK00012212,2025-01-02,2025-01-11,Delivered
6690,4,TRK00012213,2025-11-04,2025-11-07,Delivered
11202,10,TRK00012214,2026-05-08,2026-05-10,Shipped
6090,6,TRK00012215,2025-09-23,2025-10-03,Delivered
19413,7,TRK00012216,2025-08-16,2025-08-26,Delivered
10378,1,TRK00012217,2025-07-28,2025-07-29,Shipped
9601,8,TRK00012218,2024-11-12,2024-11-14,Delivered
17493,2,TRK00012219,2024-11-27,2024-12-03,Delivered
8234,8,TRK00012220,2024-07-19,2024-07-24,In Transit
5844,4,TRK00012221,2026-02-21,2026-03-03,Delivered
11488,6,TRK00012222,2026-01-20,2026-01-22,In Transit
9325,10,TRK00012223,2024-07-23,2024-07-30,Delivered
3025,7,TRK00012224,2026-03-21,2026-03-23,Shipped
7375,10,TRK00012225,2026-04-22,2026-04-26,Delivered
4312,5,TRK00012226,2025-06-15,2025-06-23,Delivered
14478,7,TRK00012227,2026-01-28,2026-02-07,Delivered
7430,3,TRK00012228,2025-11-11,2025-11-16,Delivered
17021,1,TRK00012229,2025-08-26,2025-08-27,Shipped
7778,4,TRK00012230,2024-12-14,2024-12-19,Delivered
10631,1,TRK00012231,2025-09-06,2025-09-10,Delivered
16987,4,TRK00012232,2026-02-23,2026-02-26,Delivered
6500,5,TRK00012233,2025-11-15,2025-11-17,Delivered
13993,2,TRK00012234,2024-10-29,2024-10-30,Shipped
12587,8,TRK00012235,2025-05-26,2025-06-01,Delivered
14460,7,TRK00012236,2024-11-03,2024-11-09,Returned
13680,10,TRK00012237,2025-01-15,2025-01-24,Delivered
1518,3,TRK00012238,2025-11-02,2025-11-12,Delivered
8497,10,TRK00012239,2024-09-19,2024-09-28,Delivered
17109,7,TRK00012240,2026-05-13,2026-05-19,Shipped
18615,10,TRK00012241,2025-08-25,2025-09-03,Delivered
15290,6,TRK00012242,2025-11-24,2025-11-28,Delivered
7316,5,TRK00012243,2024-11-14,2024-11-23,Delivered
5478,2,TRK00012244,2024-08-06,2024-08-16,In Transit
6974,3,TRK00012245,2026-05-10,2026-05-13,Delivered
9660,10,TRK00012246,2025-10-12,2025-10-17,Delivered
13356,8,TRK00012247,2024-11-29,2024-12-05,In Transit
