Order_Number,Customer_ID,Store_ID,Coupon_ID,Order_Date,Order_Status,Payment_Status,Order_Total,Tax_Amount,Shipping_Charge,Net_Amount
ORD011304,3183,3,11,2026-02-08 22:16:01,Delivered,Paid,2151.56,387.28,0,2538.84
ORD011305,565,6,13,2024-11-18 03:15:46,Delivered,Paid,15595.71,2807.23,0,18402.94
ORD011306,461,20,19,2026-06-20 21:42:13,Delivered,Paid,6254.04,1125.73,0,7379.77
ORD011307,2295,5,18,2025-04-17 06:14:39,Delivered,Paid,3833.52,690.03,0,4523.55
ORD011308,3868,1,19,2025-04-08 02:07:35,Returned,Refunded,23284.61,4191.23,0,27475.84
ORD011309,3270,3,14,2024-09-16 08:50:02,Confirmed,Paid,15374.82,2767.47,0,18142.29
ORD011310,3107,14,9,2025-04-02 15:21:13,Pending,Pending,24526.89,4414.84,0,28941.73
ORD011311,2470,24,15,2025-03-28 17:34:54,Delivered,Paid,14839.16,2671.05,0,17510.21
ORD011312,3394,14,11,2025-03-30 04:04:14,Delivered,Paid,5300.26,954.05,0,6254.31
ORD011313,4917,20,11,2026-05-26 21:00:35,Cancelled,Failed,6006.81,1081.23,0,7088.04
ORD011314,4527,2,5,2025-09-24 21:50:51,Pending,Pending,7585.17,1365.33,0,8950.5
ORD011315,2585,5,17,2025-07-07 02:47:26,Delivered,Paid,13110.52,2359.89,0,15470.41
ORD011316,4249,13,9,2025-10-22 18:02:44,Delivered,Paid,17301.58,3114.28,0,20415.86
ORD011317,2047,19,11,2026-04-01 00:51:28,Delivered,Paid,1923.27,346.19,0,2269.46
ORD011318,1620,20,4,2024-07-31 07:26:43,Delivered,Paid,3255.83,586.05,0,3841.88
ORD011319,3983,7,11,2024-12-21 23:57:03,Delivered,Paid,21949.28,3950.87,0,25900.15
ORD011320,4342,23,4,2024-09-17 00:35:17,Delivered,Paid,21914.6,3944.63,0,25859.23
ORD011321,944,5,3,2025-03-09 08:10:57,Delivered,Paid,14784.19,2661.15,0,17445.34
ORD011322,406,15,16,2026-05-19 00:39:07,Delivered,Paid,22421.63,4035.89,0,26457.52
ORD011323,3552,16,6,2024-08-17 23:27:34,Delivered,Paid,20542.38,3697.63,0,24240.01
ORD011324,2845,18,9,2025-12-12 19:37:26,Shipped,Paid,9350.98,1683.18,0,11034.16
ORD011325,2634,15,3,2026-03-23 03:51:46,Delivered,Paid,1873.07,337.15,0,2210.22
ORD011326,4472,19,1,2026-04-09 19:50:23,Delivered,Paid,9600.52,1728.09,0,11328.61
ORD011327,3961,12,10,2025-01-14 00:49:30,Pending,Pending,1719.95,309.59,0,2029.54
ORD011328,1380,12,6,2026-03-05 12:44:50,Delivered,Paid,675.97,121.67,50,847.64
ORD011329,1950,6,1,2025-11-04 11:01:47,Confirmed,Paid,23379.08,4208.23,0,27587.31
ORD011330,107,2,9,2026-02-21 20:44:46,Delivered,Paid,7205.44,1296.98,0,8502.42
ORD011331,4749,9,8,2024-10-15 07:09:24,Delivered,Paid,5097.51,917.55,0,6015.06
ORD011332,2849,16,1,2025-01-18 02:58:27,Delivered,Paid,9712.67,1748.28,0,11460.95
ORD011333,3359,17,9,2024-11-18 07:29:43,Confirmed,Paid,4422.83,796.11,0,5218.94
ORD011334,2873,17,8,2025-11-25 18:24:47,Shipped,Paid,3600.55,648.1,0,4248.65
ORD011335,910,5,6,2025-09-08 18:33:08,Shipped,Paid,13690.12,2464.22,0,16154.34
ORD011336,3613,8,17,2026-05-28 06:12:53,Confirmed,Paid,22074.27,3973.37,0,26047.64
ORD011337,3225,8,16,2025-02-28 06:03:59,Cancelled,Failed,1100.14,198.03,0,1298.17
ORD011338,2967,4,19,2024-12-25 20:17:05,Pending,Pending,2708.58,487.54,0,3196.12
ORD011339,1583,20,17,2025-02-13 15:34:38,Confirmed,Paid,7057.72,1270.39,0,8328.11
ORD011340,2470,20,20,2026-04-22 22:27:46,Delivered,Paid,21300.84,3834.15,0,25134.99
ORD011341,143,7,14,2024-09-26 00:38:36,Delivered,Paid,13150.02,2367,0,15517.02
ORD011342,3231,22,5,2025-04-09 03:22:04,Delivered,Paid,13357.17,2404.29,0,15761.46
ORD011343,2951,12,6,2025-07-21 05:55:00,Delivered,Paid,1815.92,326.87,0,2142.79
ORD011344,3760,14,10,2025-07-02 19:31:53,Delivered,Paid,8888.27,1599.89,0,10488.16
ORD011345,323,23,18,2026-01-05 19:45:39,Shipped,Paid,1501.32,270.24,0,1771.56
ORD011346,4424,10,17,2026-01-07 05:36:47,Delivered,Paid,24304.72,4374.85,0,28679.57
ORD011347,4807,25,3,2026-02-03 07:59:14,Delivered,Paid,1468.08,264.25,0,1732.33
ORD011348,3798,5,3,2025-12-12 21:37:12,Delivered,Paid,21519.7,3873.55,0,25393.25
ORD011349,3214,5,2,2024-09-26 23:59:25,Delivered,Paid,7843.08,1411.75,0,9254.83
ORD011350,1884,19,16,2025-01-08 18:41:05,Delivered,Paid,19032.7,3425.89,0,22458.59
ORD011351,1595,1,1,2024-08-30 02:12:50,Shipped,Paid,7932.9,1427.92,0,9360.82
ORD011352,1651,12,15,2025-10-18 22:03:08,Shipped,Paid,7072.03,1272.97,0,8345
ORD011353,2667,23,19,2026-04-30 22:37:05,Delivered,Paid,20927.37,3766.93,0,24694.3
ORD011354,1039,13,19,2024-09-30 00:27:15,Delivered,Paid,7768.32,1398.3,0,9166.62
ORD011355,3861,1,17,2025-04-20 06:12:46,Cancelled,Failed,18467.43,3324.14,0,21791.57
ORD011356,2321,22,4,2025-04-21 11:49:28,Delivered,Paid,8903.95,1602.71,0,10506.66
ORD011357,916,16,14,2024-10-12 02:26:40,Confirmed,Paid,4876.32,877.74,0,5754.06
ORD011358,4564,22,7,2025-11-24 04:12:55,Delivered,Paid,6738.34,1212.9,0,7951.24
ORD011359,4284,13,3,2025-05-05 20:00:30,Cancelled,Refunded,6249.23,1124.86,0,7374.09
ORD011360,4959,5,3,2024-10-17 11:44:37,Delivered,Paid,7152.69,1287.48,0,8440.17
ORD011361,2414,21,20,2025-08-06 11:48:36,Delivered,Paid,12186.35,2193.54,0,14379.89
ORD011362,1053,12,19,2025-08-24 06:55:16,Delivered,Paid,23103.44,4158.62,0,27262.06
ORD011363,1351,9,9,2025-05-11 05:13:06,Delivered,Paid,957.03,172.27,50,1179.3
ORD011364,197,2,4,2026-03-09 17:28:09,Delivered,Paid,19047.83,3428.61,0,22476.44
ORD011365,340,3,20,2024-08-21 23:12:42,Delivered,Paid,1805.77,325.04,0,2130.81
ORD011366,4250,5,15,2026-07-02 18:40:24,Delivered,Paid,827.5,148.95,50,1026.45
ORD011367,3712,10,9,2024-10-22 06:50:27,Delivered,Paid,1557.89,280.42,0,1838.31
ORD011368,2414,9,11,2025-04-04 06:15:10,Confirmed,Paid,13564.53,2441.62,0,16006.15
ORD011369,2494,1,5,2025-03-02 07:34:09,Delivered,Paid,10636.16,1914.51,0,12550.67
ORD011370,449,15,9,2024-12-16 09:18:03,Delivered,Paid,21868.29,3936.29,0,25804.58
ORD011371,100,21,14,2024-08-08 20:53:35,Delivered,Paid,23725.39,4270.57,0,27995.96
ORD011372,2318,4,6,2026-07-05 04:48:01,Delivered,Paid,22835.05,4110.31,0,26945.36
ORD011373,1359,5,1,2024-11-21 11:39:23,Delivered,Paid,6156.57,1108.18,0,7264.75
ORD011374,2328,25,13,2026-05-18 01:02:15,Confirmed,Paid,12860.11,2314.82,0,15174.93
ORD011375,1237,7,12,2025-02-28 03:04:13,Cancelled,Refunded,1205,216.9,0,1421.9
ORD011376,479,8,20,2024-12-05 19:19:46,Delivered,Paid,20505.17,3690.93,0,24196.1
ORD011377,2486,2,20,2025-05-28 23:04:35,Delivered,Paid,19539.36,3517.08,0,23056.44
ORD011378,3975,4,15,2026-01-11 06:57:01,Shipped,Paid,10912.57,1964.26,0,12876.83
ORD011379,1344,23,18,2026-06-15 14:51:01,Delivered,Paid,13789.08,2482.03,0,16271.11
ORD011380,2024,18,17,2025-04-20 13:42:51,Delivered,Paid,1039.6,187.13,0,1226.73
ORD011381,1074,22,1,2024-08-09 19:03:22,Pending,Pending,5087.17,915.69,0,6002.86
ORD011382,4751,12,16,2024-12-23 20:50:55,Delivered,Paid,20442.78,3679.7,0,24122.48
ORD011383,1711,24,20,2025-10-06 14:29:55,Cancelled,Refunded,1754.56,315.82,0,2070.38
ORD011384,1543,6,4,2025-10-28 16:22:05,Delivered,Paid,23826.72,4288.81,0,28115.53
ORD011385,3525,3,12,2024-10-25 05:54:16,Delivered,Paid,23598.8,4247.78,0,27846.58
ORD011386,1854,10,6,2025-01-25 05:05:54,Shipped,Paid,16052.98,2889.54,0,18942.52
ORD011387,2380,14,1,2024-08-09 16:31:56,Delivered,Paid,24990.15,4498.23,0,29488.38
ORD011388,260,15,20,2026-07-03 19:38:54,Shipped,Paid,5163.42,929.42,0,6092.84
ORD011389,4223,21,18,2024-09-16 20:49:23,Delivered,Paid,7305.39,1314.97,0,8620.36
ORD011390,4858,6,15,2025-10-21 17:22:37,Delivered,Paid,4632.96,833.93,0,5466.89
ORD011391,2643,15,8,2024-12-31 08:36:32,Shipped,Paid,20664.98,3719.7,0,24384.68
ORD011392,4109,13,4,2026-02-27 10:21:43,Delivered,Paid,2121.14,381.81,0,2502.95
ORD011393,3341,15,18,2025-07-31 15:19:56,Pending,Pending,6041.63,1087.49,0,7129.12
ORD011394,919,3,1,2026-04-23 23:58:59,Delivered,Paid,2441.45,439.46,0,2880.91
ORD011395,2983,13,8,2026-07-10 07:10:06,Delivered,Paid,12425.43,2236.58,0,14662.01
ORD011396,853,9,7,2025-01-23 12:02:02,Delivered,Paid,21931.49,3947.67,0,25879.16
ORD011397,1610,14,8,2024-12-19 20:17:07,Delivered,Paid,777.8,140,50,967.8
ORD011398,3637,4,14,2024-12-05 05:59:37,Delivered,Paid,14858.39,2674.51,0,17532.9
ORD011399,998,5,11,2026-06-13 07:40:40,Delivered,Paid,15366.07,2765.89,0,18131.96
ORD011400,3305,6,4,2026-01-08 17:08:20,Delivered,Paid,16145.23,2906.14,0,19051.37
ORD011401,749,22,1,2025-10-14 05:38:53,Delivered,Paid,15458.86,2782.59,0,18241.45
ORD011402,140,8,17,2026-04-13 23:31:45,Pending,Pending,22909.43,4123.7,0,27033.13
ORD011403,4204,17,2,2026-02-03 21:00:27,Returned,Refunded,10091.01,1816.38,0,11907.39
ORD011404,992,21,3,2025-11-09 04:18:56,Confirmed,Paid,16094.83,2897.07,0,18991.9
ORD011405,1531,5,9,2026-03-28 08:25:05,Shipped,Paid,9696.16,1745.31,0,11441.47
ORD011406,1410,7,19,2024-07-25 12:01:25,Delivered,Paid,20531.07,3695.59,0,24226.66
ORD011407,1890,4,14,2026-02-13 06:53:18,Shipped,Paid,12156.6,2188.19,0,14344.79
ORD011408,1212,7,17,2026-03-28 10:02:41,Delivered,Paid,23637.02,4254.66,0,27891.68
ORD011409,1097,15,1,2025-02-18 11:27:49,Shipped,Paid,19771.32,3558.84,0,23330.16
ORD011410,2901,11,9,2025-02-11 05:22:01,Delivered,Paid,7946.62,1430.39,0,9377.01
ORD011411,4367,22,6,2026-07-03 01:32:28,Confirmed,Paid,12190.79,2194.34,0,14385.13
ORD011412,3343,19,17,2024-12-25 18:54:17,Shipped,Paid,1245.15,224.13,0,1469.28
ORD011413,1536,4,13,2025-05-06 06:26:35,Delivered,Paid,10429.84,1877.37,0,12307.21
ORD011414,408,12,19,2024-08-12 09:50:35,Delivered,Paid,12096.82,2177.43,0,14274.25
ORD011415,4902,3,10,2025-07-15 10:47:01,Delivered,Paid,13635.02,2454.3,0,16089.32
ORD011416,469,23,2,2025-03-21 16:32:04,Confirmed,Paid,5767.33,1038.12,0,6805.45
ORD011417,1476,10,6,2026-04-10 15:13:58,Delivered,Paid,4531.55,815.68,0,5347.23
ORD011418,3470,11,3,2025-02-13 02:04:49,Delivered,Paid,22535.21,4056.34,0,26591.55
ORD011419,1036,24,18,2025-05-29 06:04:58,Shipped,Paid,5876.78,1057.82,0,6934.6
ORD011420,1377,22,5,2025-04-15 10:39:05,Cancelled,Failed,18551.68,3339.3,0,21890.98
ORD011421,2164,7,11,2024-09-08 04:34:42,Shipped,Paid,16990.34,3058.26,0,20048.6
ORD011422,323,16,17,2024-12-31 14:32:08,Delivered,Paid,10018.13,1803.26,0,11821.39
ORD011423,654,2,7,2024-09-19 18:16:09,Delivered,Paid,6929.08,1247.23,0,8176.31
ORD011424,4272,17,19,2024-10-04 19:19:42,Pending,Pending,5161.1,929,0,6090.1
ORD011425,20,22,16,2026-02-11 04:54:10,Delivered,Paid,23307.02,4195.26,0,27502.28
ORD011426,280,10,19,2025-04-28 20:25:30,Shipped,Paid,20170.45,3630.68,0,23801.13
ORD011427,4328,20,18,2026-02-08 22:46:15,Delivered,Paid,14389.6,2590.13,0,16979.73
ORD011428,3441,18,7,2026-03-19 20:42:14,Delivered,Paid,15916.45,2864.96,0,18781.41
ORD011429,485,5,18,2026-01-05 01:08:41,Delivered,Paid,17245.92,3104.27,0,20350.19
ORD011430,4326,18,11,2025-10-31 12:45:40,Delivered,Paid,14307.74,2575.39,0,16883.13
ORD011431,2445,4,2,2025-12-21 03:02:03,Delivered,Paid,23771.62,4278.89,0,28050.51
ORD011432,4076,7,5,2024-11-14 11:55:03,Confirmed,Paid,5997.42,1079.54,0,7076.96
ORD011433,312,11,19,2026-06-07 14:54:44,Delivered,Paid,11287.8,2031.8,0,13319.6
ORD011434,2504,25,6,2024-08-11 01:19:53,Delivered,Paid,7358.04,1324.45,0,8682.49
ORD011435,1302,11,18,2025-12-07 09:57:39,Pending,Pending,12127.16,2182.89,0,14310.05
ORD011436,2083,5,13,2025-08-31 14:11:30,Confirmed,Paid,1479.59,266.33,0,1745.92
ORD011437,3992,10,14,2024-09-14 03:53:04,Delivered,Paid,12823.76,2308.28,0,15132.04
ORD011438,3988,10,17,2025-12-19 09:30:13,Pending,Pending,18710.36,3367.86,0,22078.22
ORD011439,4247,4,18,2025-04-27 22:39:50,Delivered,Paid,22126.85,3982.83,0,26109.68
ORD011440,4624,3,11,2026-01-05 21:16:10,Delivered,Paid,19308.87,3475.6,0,22784.47
ORD011441,822,9,6,2025-02-25 05:49:45,Shipped,Paid,19901.27,3582.23,0,23483.5
ORD011442,1873,2,8,2025-09-17 21:23:19,Shipped,Paid,24946.01,4490.28,0,29436.29
ORD011443,3972,3,18,2024-08-17 02:44:32,Delivered,Paid,3758.6,676.55,0,4435.15
ORD011444,3152,6,17,2025-05-28 11:55:07,Returned,Refunded,2727.12,490.88,0,3218
ORD011445,4284,21,13,2025-12-28 13:03:11,Pending,Pending,20923.58,3766.24,0,24689.82
ORD011446,4099,8,9,2024-10-10 04:00:45,Pending,Pending,2578.67,464.16,0,3042.83
ORD011447,3184,12,17,2025-03-12 03:08:12,Delivered,Paid,23976.59,4315.79,0,28292.38
ORD011448,2149,8,18,2025-07-10 13:24:18,Delivered,Paid,19827.1,3568.88,0,23395.98
ORD011449,4251,10,2,2025-03-16 22:54:45,Delivered,Paid,18204.96,3276.89,0,21481.85
ORD011450,204,19,18,2025-07-21 00:53:50,Delivered,Paid,4065.72,731.83,0,4797.55
ORD011451,1528,11,5,2025-12-08 03:38:00,Delivered,Paid,17151.41,3087.25,0,20238.66
ORD011452,4309,25,10,2026-02-28 23:17:11,Shipped,Paid,2089.68,376.14,0,2465.82
ORD011453,2057,2,5,2025-12-21 09:08:41,Shipped,Paid,24556.31,4420.14,0,28976.45
ORD011454,1244,3,2,2024-10-31 07:04:28,Shipped,Paid,21903.86,3942.69,0,25846.55
ORD011455,2994,25,17,2026-04-02 19:52:36,Delivered,Paid,15426.72,2776.81,0,18203.53
ORD011456,3554,24,1,2025-11-18 08:30:03,Delivered,Paid,16633.78,2994.08,0,19627.86
ORD011457,693,20,1,2025-08-02 10:15:32,Pending,Pending,20250.98,3645.18,0,23896.16
ORD011458,1222,9,15,2025-11-11 10:28:50,Delivered,Paid,10570.87,1902.76,0,12473.63
ORD011459,2066,19,15,2024-10-13 04:46:52,Delivered,Paid,19395.28,3491.15,0,22886.43
ORD011460,312,6,12,2026-01-17 19:55:30,Cancelled,Refunded,14971.52,2694.87,0,17666.39
ORD011461,2210,22,14,2026-06-08 06:06:49,Delivered,Paid,20375.16,3667.53,0,24042.69
ORD011462,3869,17,13,2024-11-19 15:23:16,Delivered,Paid,7677.22,1381.9,0,9059.12
ORD011463,4903,14,3,2026-07-04 02:18:03,Cancelled,Failed,24507.72,4411.39,0,28919.11
ORD011464,4113,18,14,2025-01-25 15:46:13,Delivered,Paid,22420.78,4035.74,0,26456.52
ORD011465,3593,11,3,2024-11-17 01:11:39,Delivered,Paid,20090.19,3616.23,0,23706.42
ORD011466,1294,17,9,2024-12-12 05:37:19,Delivered,Paid,13769.05,2478.43,0,16247.48
ORD011467,1325,9,18,2025-06-19 09:14:28,Delivered,Paid,9541.61,1717.49,0,11259.1
ORD011468,2447,16,10,2026-02-05 01:06:04,Cancelled,Failed,16283.73,2931.07,0,19214.8
ORD011469,3034,15,19,2025-04-08 21:13:29,Delivered,Paid,17093.15,3076.77,0,20169.92
ORD011470,4703,11,7,2025-06-04 07:53:32,Delivered,Paid,13804.46,2484.8,0,16289.26
ORD011471,1496,8,8,2025-12-13 13:31:13,Shipped,Paid,16898.16,3041.67,0,19939.83
ORD011472,4811,15,18,2026-01-19 23:45:59,Delivered,Paid,20640.82,3715.35,0,24356.17
ORD011473,1379,8,7,2024-11-23 10:15:51,Shipped,Paid,15656.68,2818.2,0,18474.88
ORD011474,798,21,8,2025-03-19 05:26:27,Delivered,Paid,11182.04,2012.77,0,13194.81
ORD011475,3909,10,11,2025-11-24 15:03:06,Confirmed,Paid,4615.76,830.84,0,5446.6
ORD011476,1646,19,7,2026-05-16 12:11:45,Cancelled,Refunded,24015.01,4322.7,0,28337.71
ORD011477,4745,12,18,2024-07-20 07:14:49,Confirmed,Paid,4976.6,895.79,0,5872.39
ORD011478,2317,15,6,2026-06-24 02:38:24,Confirmed,Paid,9306.46,1675.16,0,10981.62
ORD011479,3404,9,13,2025-08-03 16:55:42,Delivered,Paid,17555.6,3160.01,0,20715.61
ORD011480,2217,19,16,2024-07-29 16:44:56,Delivered,Paid,19544.32,3517.98,0,23062.3
ORD011481,4637,23,10,2024-09-09 10:43:23,Shipped,Paid,5581.72,1004.71,0,6586.43
ORD011482,1669,5,5,2024-07-26 09:56:19,Delivered,Paid,19258.66,3466.56,0,22725.22
ORD011483,938,18,5,2025-07-07 12:58:47,Delivered,Paid,11071.51,1992.87,0,13064.38
ORD011484,1838,14,1,2026-02-24 08:00:40,Shipped,Paid,8412.98,1514.34,0,9927.32
ORD011485,2296,20,20,2024-10-17 00:11:16,Shipped,Paid,21795.7,3923.23,0,25718.93
ORD011486,1596,17,10,2025-06-04 17:24:30,Delivered,Paid,3124.39,562.39,0,3686.78
ORD011487,4812,22,13,2026-02-23 20:19:19,Delivered,Paid,2030.25,365.44,0,2395.69
ORD011488,1237,18,13,2025-12-21 14:14:26,Delivered,Paid,24161.24,4349.02,0,28510.26
ORD011489,1211,15,15,2025-03-04 14:11:44,Shipped,Paid,13915.08,2504.71,0,16419.79
ORD011490,4689,3,13,2026-05-23 09:15:40,Pending,Pending,18715.03,3368.71,0,22083.74
ORD011491,2804,1,20,2026-06-01 03:31:45,Pending,Pending,16314.3,2936.57,0,19250.87
ORD011492,2978,4,7,2025-03-18 12:07:25,Cancelled,Failed,19006.25,3421.12,0,22427.37
ORD011493,2269,16,10,2026-06-06 11:01:18,Delivered,Paid,13187.26,2373.71,0,15560.97
ORD011494,327,8,13,2024-10-16 03:24:04,Delivered,Paid,17044.55,3068.02,0,20112.57
ORD011495,2299,17,17,2025-12-13 04:02:47,Delivered,Paid,20550.24,3699.04,0,24249.28
ORD011496,2529,16,6,2024-12-08 02:39:22,Pending,Pending,24448.2,4400.68,0,28848.88
ORD011497,3195,22,15,2024-09-25 21:26:05,Delivered,Paid,11570.39,2082.67,0,13653.06
ORD011498,4168,15,4,2025-09-14 06:15:33,Shipped,Paid,3464.74,623.65,0,4088.39
ORD011499,3367,2,9,2025-08-03 12:40:58,Delivered,Paid,13470.6,2424.71,0,15895.31
ORD011500,3277,20,4,2024-10-10 23:03:31,Shipped,Paid,16433.98,2958.12,0,19392.1
ORD011501,3527,17,12,2025-06-01 00:01:54,Pending,Pending,19068.5,3432.33,0,22500.83
ORD011502,2450,4,9,2024-08-25 08:28:27,Delivered,Paid,1214.03,218.53,0,1432.56
ORD011503,1159,2,8,2025-10-14 17:21:15,Delivered,Paid,15014.56,2702.62,0,17717.18
ORD011504,624,11,2,2024-08-08 00:28:41,Delivered,Paid,5180.62,932.51,0,6113.13
ORD011505,2814,15,6,2025-01-12 01:04:49,Pending,Pending,1870.3,336.65,0,2206.95
ORD011506,2264,10,10,2024-09-03 18:02:40,Confirmed,Paid,17377.24,3127.9,0,20505.14
ORD011507,4505,13,14,2025-05-31 14:17:34,Shipped,Paid,5482.03,986.77,0,6468.8
ORD011508,2750,3,15,2025-08-04 13:59:17,Shipped,Paid,14225.69,2560.62,0,16786.31
ORD011509,4806,24,4,2025-09-07 09:32:58,Shipped,Paid,13575.4,2443.57,0,16018.97
ORD011510,1223,15,17,2025-08-31 02:01:41,Delivered,Paid,3577.55,643.96,0,4221.51
ORD011511,3180,13,11,2025-05-29 03:11:20,Delivered,Paid,20773.42,3739.22,0,24512.64
ORD011512,4071,11,17,2026-05-23 13:34:43,Pending,Pending,1493.58,268.84,0,1762.42
ORD011513,195,25,4,2026-04-01 02:40:02,Delivered,Paid,23107.87,4159.42,0,27267.29
ORD011514,3537,23,1,2024-12-03 07:09:40,Delivered,Paid,11052.41,1989.43,0,13041.84
ORD011515,413,9,8,2026-06-24 08:52:17,Delivered,Paid,21945.94,3950.27,0,25896.21
ORD011516,2996,16,4,2026-06-02 16:06:49,Shipped,Paid,5634.67,1014.24,0,6648.91
ORD011517,759,2,4,2024-09-13 20:34:49,Cancelled,Refunded,1672.55,301.06,0,1973.61
ORD011518,2001,2,1,2025-08-06 23:49:41,Delivered,Paid,18256.11,3286.1,0,21542.21
ORD011519,1803,19,8,2024-11-10 09:59:25,Shipped,Paid,21507.94,3871.43,0,25379.37
ORD011520,2453,8,1,2025-08-24 08:41:15,Delivered,Paid,3822.55,688.06,0,4510.61
ORD011521,2160,10,2,2025-11-04 19:27:15,Delivered,Paid,23205.32,4176.96,0,27382.28
ORD011522,1949,6,6,2024-12-16 05:51:29,Delivered,Paid,18346.65,3302.4,0,21649.05
ORD011523,2080,1,18,2025-10-25 18:50:38,Cancelled,Refunded,9659.62,1738.73,0,11398.35
ORD011524,2381,16,19,2025-10-05 21:23:53,Shipped,Paid,8742.23,1573.6,0,10315.83
ORD011525,3920,11,4,2026-01-22 15:05:01,Returned,Refunded,22104.6,3978.83,0,26083.43
ORD011526,630,10,1,2026-04-19 06:20:55,Delivered,Paid,16036,2886.48,0,18922.48
ORD011527,2533,20,5,2024-12-01 10:19:15,Delivered,Paid,19006.25,3421.12,0,22427.37
ORD011528,2843,5,14,2025-12-28 19:42:05,Delivered,Paid,5459.89,982.78,0,6442.67
ORD011529,2505,10,19,2025-09-21 04:21:11,Delivered,Paid,14808.32,2665.5,0,17473.82
ORD011530,930,22,17,2024-11-24 08:16:22,Delivered,Paid,5109.19,919.65,0,6028.84
ORD011531,2972,23,2,2024-12-03 18:28:48,Shipped,Paid,4850.78,873.14,0,5723.92
ORD011532,1748,22,10,2025-02-27 13:37:41,Delivered,Paid,15248.48,2744.73,0,17993.21
ORD011533,2048,6,20,2025-03-15 22:01:42,Delivered,Paid,12702.53,2286.46,0,14988.99
ORD011534,445,8,16,2026-07-04 14:26:57,Delivered,Paid,18135.58,3264.4,0,21399.98
ORD011535,678,16,13,2026-03-04 04:16:52,Delivered,Paid,5579.02,1004.22,0,6583.24
ORD011536,3565,7,16,2025-05-24 19:58:44,Delivered,Paid,9406.44,1693.16,0,11099.6
ORD011537,1787,1,17,2024-10-21 08:17:38,Confirmed,Paid,2704.05,486.73,0,3190.78
ORD011538,62,7,7,2026-01-01 03:57:14,Delivered,Paid,3742.9,673.72,0,4416.62
ORD011539,299,20,3,2025-05-09 18:04:46,Delivered,Paid,3212.31,578.22,0,3790.53
ORD011540,789,15,6,2025-02-27 16:30:30,Cancelled,Refunded,11095.94,1997.27,0,13093.21
ORD011541,4924,9,11,2025-10-12 06:35:48,Shipped,Paid,13094.46,2357,0,15451.46
ORD011542,4215,5,12,2025-05-14 15:57:14,Delivered,Paid,2537.01,456.66,0,2993.67
ORD011543,1889,18,18,2026-05-29 13:17:32,Delivered,Paid,5495.33,989.16,0,6484.49
ORD011544,207,22,19,2026-02-24 12:44:34,Delivered,Paid,19261.59,3467.09,0,22728.68
ORD011545,2522,9,6,2025-05-03 04:08:12,Pending,Pending,7364.77,1325.66,0,8690.43
ORD011546,4806,7,14,2024-08-27 00:59:49,Delivered,Paid,8710.47,1567.88,0,10278.35
ORD011547,99,11,14,2025-02-13 08:17:13,Delivered,Paid,4646.63,836.39,0,5483.02
ORD011548,4953,4,18,2024-08-07 09:16:54,Delivered,Paid,17631.45,3173.66,0,20805.11
ORD011549,2899,19,14,2024-12-17 05:26:31,Delivered,Paid,12996.89,2339.44,0,15336.33
ORD011550,2275,19,16,2025-12-06 03:58:54,Delivered,Paid,13820.68,2487.72,0,16308.4
ORD011551,2386,8,1,2025-03-11 03:22:17,Shipped,Paid,7764.19,1397.55,0,9161.74
ORD011552,1219,24,19,2024-11-05 15:03:26,Delivered,Paid,7541.7,1357.51,0,8899.21
ORD011553,1421,1,3,2025-10-29 05:22:51,Delivered,Paid,2288.26,411.89,0,2700.15
ORD011554,2416,14,11,2025-08-15 16:09:39,Delivered,Paid,18302.05,3294.37,0,21596.42
ORD011555,403,20,4,2024-09-15 09:36:55,Pending,Pending,6299.19,1133.85,0,7433.04
ORD011556,3363,2,7,2025-03-02 02:05:37,Delivered,Paid,2124.15,382.35,0,2506.5
ORD011557,631,16,16,2025-10-26 12:16:01,Cancelled,Failed,13070.22,2352.64,0,15422.86
ORD011558,4809,17,14,2025-03-26 22:21:59,Delivered,Paid,10963.86,1973.49,0,12937.35
ORD011559,1266,8,18,2025-08-21 09:45:47,Shipped,Paid,2682.27,482.81,0,3165.08
ORD011560,3545,19,10,2025-04-01 14:55:06,Delivered,Paid,9191.76,1654.52,0,10846.28
ORD011561,94,21,17,2025-02-04 22:29:38,Confirmed,Paid,12110.62,2179.91,0,14290.53
ORD011562,4479,7,4,2025-11-28 19:21:27,Cancelled,Failed,5436.37,978.55,0,6414.92
ORD011563,2317,17,15,2025-06-20 21:31:43,Delivered,Paid,13299.72,2393.95,0,15693.67
ORD011564,33,9,16,2025-02-19 14:23:14,Shipped,Paid,8460.85,1522.95,0,9983.8
ORD011565,2539,7,9,2025-03-21 04:47:08,Cancelled,Refunded,16865.33,3035.76,0,19901.09
ORD011566,4108,14,6,2025-07-03 12:29:55,Delivered,Paid,22639.34,4075.08,0,26714.42
ORD011567,1380,12,7,2026-01-26 06:39:48,Delivered,Paid,19564.54,3521.62,0,23086.16
ORD011568,928,12,16,2026-04-08 20:27:58,Delivered,Paid,4498.85,809.79,0,5308.64
ORD011569,3028,25,18,2025-11-14 09:17:11,Pending,Pending,20530.69,3695.52,0,24226.21
ORD011570,184,4,19,2024-11-29 15:31:41,Confirmed,Paid,8032.16,1445.79,0,9477.95
ORD011571,3655,1,14,2025-09-19 03:29:13,Delivered,Paid,9718.26,1749.29,0,11467.55
ORD011572,318,8,13,2025-06-28 06:58:10,Delivered,Paid,9058.96,1630.61,0,10689.57
ORD011573,1771,9,2,2025-06-27 08:32:58,Delivered,Paid,5404.64,972.84,0,6377.48
